cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
'x','f','e','t','n','f','c','b','p','t','b','s','s','p','w','p','w','o','p','n','y','d','e'
'x','y','g','t','n','f','c','b','u','t','b','s','s','w','w','p','w','o','p','n','v','d','e'
'x','f','e','t','n','f','c','b','p','t','b','s','s','w','g','p','w','o','p','k','y','d','e'
'f','s','n','f','n','f','w','b','h','t','e','s','s','w','w','p','w','o','e','n','s','g','e'
'x','s','w','f','n','f','w','b','n','t','e','s','s','w','w','p','w','o','e','k','a','g','e'
'x','s','w','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','k','a','g','e'
'x','f','w','f','n','f','w','b','k','t','e','s','s','w','w','p','w','o','e','n','a','g','e'
'x','f','e','t','n','f','c','b','u','t','b','s','s','g','p','p','w','o','p','n','v','d','e'
'x','f','n','t','n','f','c','b','u','t','b','s','s','g','g','p','w','o','p','n','y','d','e'
'f','f','n','t','n','f','c','b','w','t','b','s','s','g','p','p','w','o','p','k','v','d','e'
'f','f','w','t','l','f','w','n','p','t','b','s','s','w','w','p','w','o','p','n','v','d','e'
'f','f','w','f','n','f','w','b','k','t','e','f','f','w','w','p','w','o','e','k','a','g','e'
'f','y','w','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','k','s','g','p'
'f','f','g','t','n','f','c','b','n','t','b','s','s','g','g','p','w','o','p','k','v','d','e'
'x','f','n','t','n','f','c','b','w','t','b','s','s','w','g','p','w','o','p','n','v','d','e'
'x','s','w','f','n','f','w','b','k','t','e','f','f','w','w','p','w','o','e','n','a','g','e'
'x','f','w','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','n','a','g','e'
'x','s','n','f','n','f','w','b','h','t','e','s','s','w','w','p','w','o','e','n','a','g','e'
'x','f','n','f','n','f','w','b','n','t','e','s','s','w','w','p','w','o','e','n','a','g','e'
'x','s','g','f','n','f','w','b','h','t','e','s','s','w','w','p','w','o','e','n','a','g','e'
'x','y','n','t','n','f','c','b','w','t','b','s','s','g','g','p','w','o','p','n','v','d','e'
'x','f','n','t','n','f','c','b','u','t','b','s','s','p','p','p','w','o','p','n','y','d','e'
'f','s','g','f','n','f','w','b','k','t','e','f','f','w','w','p','w','o','e','n','s','g','e'
'f','s','n','f','n','f','w','b','n','t','e','f','f','w','w','p','w','o','e','k','a','g','e'
'x','s','g','f','n','f','w','b','p','t','e','f','s','w','w','p','w','o','e','n','s','g','e'
'f','f','g','t','n','f','c','b','n','t','b','s','s','p','w','p','w','o','p','k','y','d','e'
'x','s','w','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','n','a','g','e'
'f','f','n','f','n','f','w','b','k','t','e','s','f','w','w','p','w','o','e','n','a','g','e'
'f','s','w','f','n','f','w','b','h','t','e','f','s','w','w','p','w','o','e','k','s','g','e'
'x','f','g','f','n','f','w','b','k','t','e','s','s','w','w','p','w','o','e','n','s','g','e'
'f','f','n','f','n','f','w','b','k','t','e','s','s','w','w','p','w','o','e','n','a','g','e'
'f','f','n','f','n','f','w','b','p','t','e','f','f','w','w','p','w','o','e','k','a','g','e'
'x','f','n','t','n','f','c','b','w','t','b','s','s','w','p','p','w','o','p','n','v','d','e'
'f','s','g','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','k','a','g','e'
'f','s','w','f','n','f','w','b','n','t','e','f','f','w','w','p','w','o','e','n','s','g','e'
'x','y','e','t','n','f','c','b','p','t','b','s','s','g','w','p','w','o','p','k','v','d','e'
'x','y','g','t','n','f','c','b','u','t','b','s','s','g','g','p','w','o','p','k','v','d','e'
'x','y','e','t','n','f','c','b','n','t','b','s','s','g','p','p','w','o','p','k','v','d','e'
'x','f','g','f','n','f','w','b','h','t','e','s','s','w','w','p','w','o','e','k','s','g','e'
'f','f','g','f','n','f','w','b','p','t','e','f','s','w','w','p','w','o','e','n','a','g','e'
'f','y','y','t','l','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','y','g','e'
'f','y','w','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','k','v','u','p'
'f','s','n','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','k','a','g','e'
'f','f','n','f','n','f','w','b','k','t','e','s','f','w','w','p','w','o','e','k','s','g','e'
'f','f','n','t','n','f','c','b','p','t','b','s','s','g','w','p','w','o','p','k','v','d','e'
'x','f','e','t','n','f','c','b','u','t','b','s','s','g','w','p','w','o','p','k','y','d','e'
'f','f','g','f','n','f','w','b','p','t','e','s','s','w','w','p','w','o','e','n','a','g','e'
'x','f','n','f','n','f','w','b','n','t','e','f','s','w','w','p','w','o','e','k','s','g','e'
'x','f','g','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','n','s','g','e'
'x','y','e','t','n','f','c','b','w','t','b','s','s','g','w','p','w','o','p','n','v','d','e'
'f','f','n','t','n','f','c','b','w','t','b','s','s','g','w','p','w','o','p','k','v','d','e'
'x','f','n','f','n','f','w','b','p','t','e','s','f','w','w','p','w','o','e','k','s','g','e'
'x','f','n','f','n','f','w','b','p','t','e','s','f','w','w','p','w','o','e','k','a','g','e'
'f','s','w','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','k','s','g','e'
'f','s','g','f','n','f','w','b','p','t','e','s','s','w','w','p','w','o','e','k','s','g','e'
'f','y','w','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','k','s','u','p'
'b','s','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','g','e'
'x','f','n','t','n','f','c','b','w','t','b','s','s','g','w','p','w','o','p','n','v','d','e'
'f','f','g','f','n','f','w','b','k','t','e','f','f','w','w','p','w','o','e','k','a','g','e'
'x','f','n','f','n','f','w','b','k','t','e','f','s','w','w','p','w','o','e','n','s','g','e'
'x','s','n','f','n','f','w','b','k','t','e','s','f','w','w','p','w','o','e','n','s','g','e'
'f','s','w','t','l','f','w','n','n','t','b','s','s','w','w','p','w','o','p','u','v','d','e'
'x','f','w','f','n','f','w','b','h','t','e','s','s','w','w','p','w','o','e','n','a','g','e'
'x','s','w','f','n','f','w','b','h','t','e','f','s','w','w','p','w','o','e','k','a','g','e'
'x','s','g','f','n','f','w','b','k','t','e','f','s','w','w','p','w','o','e','k','s','g','e'
'x','y','e','t','n','f','c','b','p','t','b','s','s','w','p','p','w','o','p','k','v','d','e'
'f','f','n','t','n','f','c','b','n','t','b','s','s','g','p','p','w','o','p','k','v','d','e'
'x','f','n','t','n','f','c','b','n','t','b','s','s','w','w','p','w','o','p','k','v','d','e'
'f','f','w','f','n','f','w','b','k','t','e','s','s','w','w','p','w','o','e','k','s','g','e'
'f','s','n','f','n','f','w','b','n','t','e','f','s','w','w','p','w','o','e','n','s','g','e'
'f','s','w','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','n','v','u','p'
'f','f','n','f','n','f','w','b','p','t','e','f','f','w','w','p','w','o','e','n','s','g','e'
'x','y','g','t','n','f','c','b','w','t','b','s','s','g','g','p','w','o','p','n','y','d','e'
'x','y','g','t','n','f','c','b','n','t','b','s','s','g','g','p','w','o','p','n','v','d','e'
'x','f','g','f','n','f','w','b','p','t','e','s','s','w','w','p','w','o','e','n','a','g','e'
'x','f','g','t','n','f','c','b','w','t','b','s','s','p','p','p','w','o','p','n','v','d','e'
'x','y','e','t','n','f','c','b','u','t','b','s','s','p','p','p','w','o','p','n','v','d','e'
'x','f','g','t','n','f','c','b','p','t','b','s','s','g','p','p','w','o','p','k','y','d','e'
'x','f','g','t','n','f','c','b','u','t','b','s','s','p','w','p','w','o','p','n','v','d','e'
'x','f','n','t','n','f','c','b','p','t','b','s','s','p','g','p','w','o','p','k','v','d','e'
'x','s','w','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','k','v','g','p'
'x','f','n','f','n','f','w','b','k','t','e','s','s','w','w','p','w','o','e','k','s','g','e'
'x','y','n','t','n','f','c','b','w','t','b','s','s','p','p','p','w','o','p','n','v','d','e'
'x','f','g','t','n','f','c','b','p','t','b','s','s','w','g','p','w','o','p','n','y','d','e'
'f','y','n','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','n','s','g','p'
'x','f','g','t','n','f','c','b','u','t','b','s','s','w','g','p','w','o','p','k','y','d','e'
'x','f','g','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','k','s','g','e'
'x','f','e','t','n','f','c','b','u','t','b','s','s','g','g','p','w','o','p','k','v','d','e'
'f','f','n','f','n','f','w','b','k','t','e','f','s','w','w','p','w','o','e','n','s','g','e'
'f','s','w','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','n','a','g','e'
'f','s','n','f','n','f','w','b','p','t','e','s','s','w','w','p','w','o','e','k','s','g','e'
'x','y','e','t','n','f','c','b','w','t','b','s','s','w','g','p','w','o','p','n','v','d','e'
'f','s','n','f','n','f','w','b','k','t','e','f','f','w','w','p','w','o','e','k','s','g','e'
'f','f','n','t','n','f','c','b','n','t','b','s','s','p','p','p','w','o','p','n','v','d','e'
'f','s','w','f','n','f','w','b','h','t','e','s','s','w','w','p','w','o','e','k','s','g','e'
'x','f','n','f','n','f','w','b','k','t','e','f','f','w','w','p','w','o','e','k','a','g','e'
'f','f','n','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','n','s','g','e'
'x','s','n','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','k','v','u','p'
'x','f','n','t','n','f','c','b','p','t','b','s','s','w','w','p','w','o','p','k','y','d','e'
'f','s','n','f','n','f','w','b','k','t','e','f','s','w','w','p','w','o','e','n','s','g','e'
'f','y','w','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','s','g','p'
'x','f','n','t','n','f','c','b','n','t','b','s','s','p','g','p','w','o','p','n','v','d','e'
'x','f','g','t','n','f','c','b','u','t','b','s','s','w','p','p','w','o','p','n','y','d','e'
'f','f','n','f','n','f','w','b','p','t','e','f','f','w','w','p','w','o','e','n','a','g','e'
'x','f','e','t','n','f','c','b','p','t','b','s','s','g','g','p','w','o','p','k','v','d','e'
'f','f','w','f','n','f','w','b','p','t','e','s','s','w','w','p','w','o','e','n','s','g','e'
'x','f','w','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','k','s','g','e'
'x','y','w','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','n','m','e'
'x','s','w','f','n','f','w','b','p','t','e','f','s','w','w','p','w','o','e','n','s','g','e'
'x','y','g','t','n','f','c','b','u','t','b','s','s','p','g','p','w','o','p','n','v','d','e'
'x','f','g','t','n','f','c','b','n','t','b','s','s','g','w','p','w','o','p','k','y','d','e'
'x','s','g','f','n','f','w','b','n','t','e','f','s','w','w','p','w','o','e','n','a','g','e'
'f','y','w','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','s','u','p'
'x','f','e','t','n','f','c','b','w','t','b','s','s','w','p','p','w','o','p','n','v','d','e'
'f','s','n','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','k','s','u','p'
'f','y','n','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','n','v','g','p'
'x','f','g','t','n','f','c','b','p','t','b','s','s','p','p','p','w','o','p','n','v','d','e'
'f','s','n','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','n','a','g','e'
'x','f','g','t','n','f','c','b','p','t','b','s','s','g','w','p','w','o','p','n','y','d','e'
'x','f','n','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','k','a','g','e'
'x','f','n','t','n','f','c','b','w','t','b','s','s','p','g','p','w','o','p','n','y','d','e'
'f','s','n','f','n','f','w','b','p','t','e','f','s','w','w','p','w','o','e','n','s','g','e'
'f','f','n','f','n','f','w','b','p','t','e','s','f','w','w','p','w','o','e','k','a','g','e'
'x','s','n','f','n','f','w','b','k','t','e','f','f','w','w','p','w','o','e','k','a','g','e'
'x','s','n','f','n','f','w','b','k','t','e','s','f','w','w','p','w','o','e','k','s','g','e'
'x','f','n','t','n','f','c','b','w','t','b','s','s','g','g','p','w','o','p','n','v','d','e'
'x','y','e','t','n','f','c','b','u','t','b','s','s','g','w','p','w','o','p','n','v','d','e'
